1;5788
2;5674
3;5674
4;5674
5;5674
6;5674
7;5674
8;5632
9;5632
10;5632
11;5632
12;5632
13;5632
14;5632
15;5632
16;5632
17;5632
18;5632
19;5632
20;5632
21;5632
22;5632
23;5632
24;5632
25;5632
26;5632
27;5632
28;5632
29;5632
30;5632
31;5632
32;5632
33;5632
34;5632
35;5632
36;5632
37;5632
38;5632
39;5632
40;5632
41;5632
42;5632
43;5632
44;5632
45;5632
46;5632
47;5632
48;5632
49;5632
50;5632
51;5632
52;5632
53;5632
54;5632
55;5632
56;5632
57;5632
58;5632
59;5632
60;5632
61;5632
62;5632
63;5632
64;5632
65;5632
66;5632
67;5632
68;5632
69;5632
70;5632
71;5632
72;5632
73;5632
74;5632
75;5632
76;5632
77;5632
78;5632
79;5632
80;5632
81;5632
82;5632
83;5632
84;5632
85;5632
86;5632
87;5632
88;5632
89;5632
90;5632
91;5632
92;5632
93;5632
94;5616
95;5616
96;5616
97;5616
98;5616
99;5616
100;5616
101;5616
;;;56
