1;7396
2;7334
3;7334
4;7334
5;7334
6;7334
7;7334
8;7334
9;7334
10;7334
11;7334
12;7334
13;7334
14;7334
15;7334
16;7334
17;7334
18;7334
19;7334
20;7334
21;7334
22;7334
23;7334
24;7334
25;7334
26;7334
27;7334
28;7334
29;7334
30;7326
31;7326
32;7326
33;7326
34;7326
35;7326
36;7326
37;7326
38;7326
39;7326
40;7326
41;7326
42;7326
43;7326
44;7326
45;7326
46;7326
47;7326
48;7326
49;7326
50;7326
51;7326
52;7326
53;7326
54;7326
55;7326
56;7326
57;7326
58;7326
59;7326
60;7326
61;7326
62;7326
63;7326
64;7326
65;7326
66;7326
67;7326
68;7326
69;7326
70;7326
71;7326
72;7326
73;7326
74;7326
75;7326
76;7326
77;7326
78;7322
79;7322
80;7322
81;7322
82;7322
83;7322
84;7322
85;7322
86;7322
87;7322
88;7322
89;7322
90;7322
91;7296
92;7296
93;7296
94;7296
95;7296
96;7296
97;7296
98;7296
99;7296
100;7296
101;7296
;;;88
