1;1764
2;1764
3;1742
4;1742
5;1742
6;1740
7;1740
8;1740
9;1740
10;1740
11;1740
12;1740
13;1740
14;1740
15;1740
16;1740
17;1740
18;1740
19;1740
20;1740
21;1740
22;1740
23;1740
24;1740
25;1740
26;1740
27;1740
28;1740
29;1740
30;1740
31;1740
32;1740
33;1740
34;1740
35;1740
36;1740
37;1740
38;1740
39;1740
40;1740
41;1736
42;1736
43;1736
44;1736
45;1736
46;1736
47;1736
48;1736
49;1736
50;1736
51;1730
52;1730
53;1730
54;1730
55;1730
56;1730
57;1730
58;1730
59;1730
60;1730
61;1730
62;1730
63;1730
64;1730
65;1730
66;1730
67;1730
68;1730
69;1730
70;1730
71;1730
72;1730
73;1730
74;1730
75;1730
76;1730
77;1730
78;1730
79;1730
80;1730
81;1730
82;1730
83;1730
84;1730
85;1730
86;1730
87;1730
88;1730
89;1730
90;1730
91;1730
92;1730
93;1730
94;1730
95;1730
96;1730
97;1730
98;1730
99;1730
100;1730
101;1730
;;;123
