1;2796
2;2796
3;2796
4;2796
5;2796
6;2796
7;2796
8;2796
9;2796
10;2796
11;2796
12;2796
13;2796
14;2796
15;2796
16;2796
17;2796
18;2796
19;2796
20;2796
21;2796
22;2796
23;2796
24;2796
25;2796
26;2796
27;2796
28;2796
29;2796
30;2796
31;2796
32;2796
33;2796
34;2796
35;2796
36;2796
37;2796
38;2796
39;2796
40;2796
41;2796
42;2796
43;2796
44;2796
45;2796
46;2796
47;2796
48;2796
49;2796
50;2796
51;2796
52;2796
53;2796
54;2796
55;2796
56;2796
57;2796
58;2796
59;2796
60;2796
61;2796
62;2796
63;2796
64;2796
65;2796
66;2796
67;2796
68;2796
69;2796
70;2796
71;2796
72;2796
73;2796
74;2796
75;2796
76;2796
77;2796
78;2796
79;2796
80;2796
81;2796
82;2796
83;2796
84;2796
85;2796
86;2796
87;2796
88;2796
89;2796
90;2796
91;2796
92;2796
93;2796
94;2796
95;2796
96;2796
97;2796
98;2796
99;2796
100;2796
101;2796
;;;47
