1;3994
2;3994
3;3994
4;3994
5;3994
6;3994
7;3994
8;3994
9;3994
10;3988
11;3992
12;3992
13;3992
14;3992
15;3992
16;3992
17;3992
18;3978
19;3948
20;3948
21;3948
22;3948
23;3948
24;3948
25;3948
26;3948
27;3948
28;3948
29;3948
30;3948
31;3948
32;3948
33;3948
34;3948
35;3948
36;3948
37;3948
38;3948
39;3948
40;3948
41;3948
42;3948
43;3948
44;3948
45;3948
46;3948
47;3948
48;3948
49;3948
50;3948
51;3948
52;3948
53;3948
54;3948
55;3948
56;3948
57;3948
58;3948
59;3948
60;3948
61;3948
62;3948
63;3948
64;3948
65;3948
66;3948
67;3948
68;3948
69;3948
70;3948
71;3948
72;3948
73;3948
74;3948
75;3948
76;3948
77;3948
78;3948
79;3948
80;3948
81;3948
82;3948
83;3948
84;3948
85;3948
86;3946
87;3946
88;3946
89;3946
90;3946
91;3946
92;3946
93;3946
94;3946
95;3946
96;3946
97;3926
98;3904
99;3904
100;3904
101;3904
;;;59
