1;2936
2;2936
3;2936
4;2936
5;2936
6;2936
7;2936
8;2936
9;2936
10;2936
11;2936
12;2936
13;2936
14;2936
15;2936
16;2936
17;2936
18;2936
19;2936
20;2936
21;2936
22;2936
23;2936
24;2936
25;2936
26;2936
27;2936
28;2936
29;2936
30;2936
31;2936
32;2936
33;2936
34;2936
35;2936
36;2936
37;2936
38;2936
39;2936
40;2936
41;2936
42;2936
43;2936
44;2936
45;2936
46;2936
47;2936
48;2936
49;2936
50;2936
51;2936
52;2936
53;2936
54;2936
55;2914
56;2914
57;2896
58;2896
59;2896
60;2896
61;2896
62;2896
63;2896
64;2896
65;2896
66;2896
67;2896
68;2896
69;2896
70;2896
71;2896
72;2880
73;2880
74;2880
75;2880
76;2880
77;2854
78;2854
79;2854
80;2854
81;2854
82;2854
83;2854
84;2854
85;2854
86;2854
87;2854
88;2854
89;2854
90;2854
91;2854
92;2854
93;2854
94;2854
95;2854
96;2854
97;2854
98;2854
99;2854
100;2854
101;2854
;;;69
