1;4016
2;3982
3;3982
4;3982
5;3982
6;3948
7;3948
8;3948
9;3948
10;3948
11;3948
12;3944
13;3944
14;3944
15;3944
16;3934
17;3934
18;3916
19;3916
20;3916
21;3916
22;3916
23;3916
24;3916
25;3916
26;3916
27;3916
28;3916
29;3916
30;3916
31;3916
32;3916
33;3914
34;3914
35;3914
36;3914
37;3914
38;3914
39;3914
40;3914
41;3914
42;3914
43;3914
44;3914
45;3914
46;3914
47;3914
48;3914
49;3914
50;3914
51;3914
52;3914
53;3914
54;3914
55;3914
56;3914
57;3914
58;3914
59;3914
60;3914
61;3914
62;3914
63;3914
64;3914
65;3914
66;3914
67;3914
68;3914
69;3914
70;3914
71;3914
72;3914
73;3914
74;3914
75;3914
76;3914
77;3914
78;3914
79;3914
80;3914
81;3914
82;3914
83;3914
84;3914
85;3914
86;3914
87;3914
88;3914
89;3914
90;3914
91;3914
92;3914
93;3914
94;3914
95;3914
96;3914
97;3914
98;3914
99;3914
100;3914
101;3914
;;;59
