1;2928
2;2928
3;2928
4;2928
5;2864
6;2864
7;2864
8;2864
9;2864
10;2864
11;2864
12;2864
13;2848
14;2848
15;2848
16;2848
17;2848
18;2848
19;2848
20;2848
21;2848
22;2848
23;2848
24;2848
25;2848
26;2848
27;2848
28;2848
29;2848
30;2848
31;2848
32;2848
33;2848
34;2848
35;2848
36;2848
37;2848
38;2848
39;2848
40;2848
41;2848
42;2848
43;2848
44;2848
45;2848
46;2848
47;2848
48;2848
49;2848
50;2848
51;2848
52;2848
53;2848
54;2848
55;2848
56;2848
57;2848
58;2848
59;2848
60;2848
61;2848
62;2848
63;2848
64;2848
65;2848
66;2848
67;2848
68;2848
69;2848
70;2848
71;2848
72;2848
73;2848
74;2848
75;2848
76;2848
77;2848
78;2848
79;2848
80;2848
81;2848
82;2848
83;2848
84;2848
85;2848
86;2848
87;2848
88;2848
89;2848
90;2848
91;2848
92;2848
93;2840
94;2840
95;2840
96;2840
97;2840
98;2840
99;2840
100;2840
101;2840
;;;68
