1;1750
2;1746
3;1746
4;1746
5;1710
6;1710
7;1710
8;1710
9;1710
10;1710
11;1710
12;1710
13;1710
14;1710
15;1710
16;1710
17;1710
18;1710
19;1710
20;1710
21;1710
22;1710
23;1710
24;1710
25;1710
26;1710
27;1710
28;1710
29;1710
30;1710
31;1710
32;1710
33;1710
34;1710
35;1710
36;1710
37;1710
38;1710
39;1710
40;1710
41;1710
42;1710
43;1710
44;1710
45;1710
46;1710
47;1710
48;1710
49;1710
50;1710
51;1710
52;1710
53;1710
54;1710
55;1710
56;1710
57;1710
58;1710
59;1710
60;1710
61;1710
62;1710
63;1710
64;1710
65;1710
66;1710
67;1710
68;1710
69;1710
70;1710
71;1710
72;1710
73;1710
74;1710
75;1710
76;1710
77;1710
78;1710
79;1710
80;1710
81;1710
82;1710
83;1710
84;1710
85;1710
86;1710
87;1710
88;1710
89;1710
90;1710
91;1710
92;1710
93;1710
94;1710
95;1710
96;1710
97;1710
98;1710
99;1710
100;1710
101;1710
;;;58
