1;7426
2;7414
3;7414
4;7414
5;7414
6;7414
7;7414
8;7414
9;7406
10;7406
11;7396
12;7386
13;7386
14;7386
15;7386
16;7386
17;7386
18;7386
19;7386
20;7386
21;7386
22;7386
23;7386
24;7386
25;7386
26;7370
27;7370
28;7370
29;7370
30;7370
31;7370
32;7370
33;7370
34;7370
35;7370
36;7370
37;7370
38;7358
39;7358
40;7358
41;7358
42;7358
43;7322
44;7322
45;7322
46;7322
47;7322
48;7322
49;7322
50;7322
51;7322
52;7304
53;7302
54;7302
55;7302
56;7302
57;7302
58;7302
59;7302
60;7302
61;7302
62;7302
63;7302
64;7302
65;7302
66;7302
67;7302
68;7302
69;7302
70;7302
71;7302
72;7302
73;7302
74;7302
75;7302
76;7302
77;7302
78;7302
79;7302
80;7302
81;7302
82;7302
83;7302
84;7302
85;7302
86;7302
87;7302
88;7302
89;7302
90;7302
91;7302
92;7208
93;7208
94;7208
95;7208
96;7208
97;7208
98;7208
99;7208
100;7208
101;7208
;;;54
