1;3988
2;3988
3;3988
4;3988
5;3988
6;3988
7;3988
8;3978
9;3978
10;3978
11;3978
12;3978
13;3978
14;3978
15;3978
16;3978
17;3978
18;3978
19;3978
20;3978
21;3978
22;3978
23;3962
24;3962
25;3962
26;3962
27;3962
28;3962
29;3962
30;3962
31;3920
32;3920
33;3920
34;3920
35;3920
36;3920
37;3920
38;3920
39;3920
40;3920
41;3920
42;3920
43;3920
44;3920
45;3920
46;3920
47;3920
48;3920
49;3920
50;3920
51;3920
52;3920
53;3920
54;3920
55;3920
56;3920
57;3920
58;3920
59;3920
60;3920
61;3920
62;3920
63;3920
64;3920
65;3920
66;3920
67;3920
68;3920
69;3920
70;3920
71;3920
72;3920
73;3916
74;3916
75;3916
76;3916
77;3916
78;3916
79;3916
80;3916
81;3904
82;3904
83;3904
84;3904
85;3904
86;3904
87;3904
88;3904
89;3904
90;3904
91;3904
92;3904
93;3904
94;3904
95;3904
96;3904
97;3904
98;3904
99;3904
100;3904
101;3904
;;;58
